,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
79,0.087346,0.094480,0.085533,0.089688,0.079311,0.090981,0.091390,0.083293,0.078518,0.078227,0.080369,0.070640,0.083311,0.079118,0.070844,0.073514,0.075533,0.067240,0.069934,0.067640,0.069448,0.068072,0.061161,0.062069,0.060896,0.058655,0.056015,0.053738,0.049878,0.049889,0.052277,0.049492,0.046986,0.045784,0.045186,0.042808,0.040960,0.039265,0.039161,0.037056,0.037801,0.037527,0.035732,0.035776,0.034578,0.032677,0.034043,0.032832,0.034991,0.033956,0.030221,0.031082,0.027995,0.028496,0.028462,0.026351,0.026139,0.025750,0.023940,0.024394,0.024652,0.023497,0.023581,0.023842,0.022465,0.023535,0.021727,0.023803,0.023563
80,0.099293,0.101431,0.087464,0.104376,0.099576,0.095486,0.103939,0.089719,0.093117,0.081593,0.087387,0.080738,0.087707,0.091797,0.078848,0.087153,0.086525,0.075012,0.082997,0.082005,0.079394,0.074986,0.073658,0.074770,0.065930,0.064021,0.062622,0.060715,0.058609,0.057559,0.056170,0.058781,0.056422,0.053796,0.050427,0.047148,0.047702,0.046061,0.044954,0.043618,0.044989,0.042493,0.038145,0.040170,0.038718,0.038351,0.038948,0.038981,0.038463,0.035519,0.036045,0.033428,0.035587,0.035529,0.033140,0.031468,0.030617,0.029861,0.029334,0.028795,0.028990,0.028902,0.027251,0.026759,0.026334,0.025488,0.025935,0.025577,0.023622
81,0.117159,0.109765,0.110528,0.120018,0.104771,0.104511,0.113020,0.100718,0.098590,0.099821,0.104622,0.090339,0.101675,0.101040,0.091301,0.084574,0.095857,0.090164,0.093997,0.082917,0.087946,0.081556,0.083895,0.077607,0.076731,0.070886,0.068426,0.065491,0.067491,0.060547,0.062695,0.064417,0.061325,0.061987,0.056008,0.056279,0.056011,0.054027,0.050802,0.051431,0.054403,0.047919,0.047696,0.044630,0.045442,0.047356,0.046236,0.044200,0.044322,0.046264,0.046070,0.039010,0.040928,0.040156,0.037549,0.036680,0.033865,0.032998,0.032874,0.034228,0.033625,0.031436,0.032162,0.030730,0.029827,0.032604,0.032160,0.031431,0.028459
82,0.117961,0.127184,0.114598,0.115911,0.113791,0.121621,0.123146,0.103320,0.112829,0.114081,0.109235,0.098348,0.110641,0.113982,0.103682,0.106776,0.108957,0.106813,0.096717,0.096082,0.100517,0.091345,0.085868,0.087322,0.086434,0.080074,0.081354,0.075977,0.078759,0.073648,0.069808,0.075477,0.071999,0.070865,0.065584,0.064236,0.061891,0.061607,0.058496,0.060995,0.059718,0.056581,0.053791,0.055684,0.050156,0.053652,0.052117,0.048313,0.048892,0.048151,0.049112,0.048170,0.046175,0.045005,0.040737,0.045466,0.038987,0.041447,0.039406,0.037686,0.040689,0.036569,0.037567,0.036648,0.037188,0.035165,0.032775,0.033341,0.033538
83,0.143867,0.139683,0.138661,0.144544,0.132681,0.129755,0.147301,0.118684,0.121695,0.124665,0.128700,0.115544,0.128982,0.131806,0.116086,0.117275,0.116910,0.116007,0.119935,0.113208,0.109313,0.108016,0.094733,0.097059,0.098148,0.090943,0.085975,0.086456,0.085001,0.080046,0.087188,0.085093,0.079768,0.081960,0.072945,0.077398,0.072191,0.069711,0.072009,0.068038,0.064854,0.064734,0.063900,0.062097,0.059800,0.058878,0.060069,0.059758,0.056274,0.055800,0.057238,0.050429,0.054081,0.054450,0.051429,0.050632,0.045748,0.052298,0.045904,0.046161,0.045778,0.042280,0.045775,0.044740,0.040629,0.040974,0.041709,0.040457,0.039436
84,0.140719,0.157354,0.150887,0.145212,0.142871,0.144730,0.152114,0.146253,0.138227,0.135887,0.142902,0.128414,0.139557,0.141374,0.124152,0.127161,0.129126,0.126394,0.130260,0.118589,0.125136,0.119372,0.115096,0.118256,0.104032,0.103096,0.110418,0.093380,0.099068,0.092530,0.092271,0.093333,0.099321,0.092098,0.086285,0.081781,0.085043,0.078680,0.079204,0.074485,0.073591,0.075316,0.076084,0.068668,0.070533,0.066097,0.070441,0.067403,0.065507,0.068757,0.064653,0.063665,0.062400,0.063538,0.058063,0.058381,0.057313,0.054692,0.053426,0.055001,0.053703,0.051894,0.052878,0.048097,0.044721,0.051695,0.047771,0.048807,0.047555
85,0.163874,0.181016,0.165328,0.156426,0.158833,0.165472,0.166162,0.144762,0.159576,0.157099,0.153166,0.139260,0.156509,0.155621,0.141294,0.143671,0.140988,0.137788,0.148541,0.138578,0.130218,0.134044,0.125257,0.125094,0.126178,0.117762,0.120824,0.109002,0.115570,0.108884,0.108239,0.109468,0.108496,0.105449,0.098807,0.095273,0.097791,0.083394,0.087454,0.088549,0.093223,0.084437,0.085680,0.079283,0.078117,0.081267,0.074286,0.076285,0.077538,0.071728,0.073710,0.072206,0.071195,0.076362,0.067434,0.065357,0.063992,0.061375,0.065543,0.062348,0.060905,0.058055,0.060429,0.060830,0.059605,0.055496,0.054387,0.055964,0.055551
86,0.172683,0.188389,0.177812,0.197308,0.186413,0.190045,0.176400,0.171219,0.157774,0.167850,0.172459,0.167205,0.180420,0.171440,0.149061,0.152053,0.157636,0.152507,0.159692,0.142059,0.148717,0.159475,0.141313,0.147948,0.142555,0.130780,0.127877,0.122305,0.121332,0.119215,0.116006,0.117746,0.116279,0.111246,0.106983,0.104251,0.104327,0.102430,0.092322,0.096287,0.103249,0.099983,0.093974,0.088525,0.088767,0.086585,0.092649,0.089546,0.083439,0.084121,0.085746,0.086148,0.085237,0.085577,0.080982,0.079034,0.076793,0.076259,0.076847,0.072392,0.070888,0.070156,0.070378,0.070969,0.064547,0.068461,0.063324,0.064102,0.061670
87,0.194495,0.216110,0.186982,0.192806,0.205909,0.192603,0.194098,0.204798,0.175373,0.197887,0.196009,0.173689,0.199069,0.210157,0.174611,0.171104,0.183853,0.165878,0.183722,0.167438,0.168085,0.166995,0.161829,0.165117,0.150169,0.139500,0.152207,0.138707,0.141859,0.135791,0.135811,0.138272,0.125931,0.133504,0.123883,0.122435,0.127856,0.107147,0.113542,0.110457,0.117274,0.108074,0.111048,0.109891,0.103543,0.106081,0.104947,0.106202,0.098242,0.099075,0.103547,0.094813,0.097873,0.098726,0.092768,0.094266,0.088442,0.083916,0.084701,0.083704,0.081863,0.079718,0.081987,0.082584,0.077141,0.079772,0.071874,0.078029,0.073719
88,0.218828,0.245597,0.196319,0.234430,0.217321,0.227027,0.217276,0.219316,0.207328,0.211094,0.212764,0.191911,0.187047,0.219471,0.187322,0.197777,0.204543,0.181576,0.171636,0.185229,0.174851,0.182151,0.154704,0.170668,0.163806,0.150827,0.175889,0.156002,0.157861,0.154992,0.158208,0.152740,0.145893,0.151639,0.137482,0.130405,0.136568,0.127305,0.126936,0.123747,0.133129,0.125175,0.122170,0.122852,0.118432,0.121286,0.121256,0.124408,0.110949,0.117714,0.114079,0.108667,0.107362,0.110182,0.103137,0.103940,0.102070,0.101013,0.096419,0.100445,0.095428,0.095200,0.095100,0.094428,0.089704,0.096825,0.089382,0.089102,0.087099
89,0.236288,0.237616,0.227289,0.239749,0.240382,0.253367,0.236815,0.225017,0.210643,0.200100,0.236243,0.194594,0.235807,0.241031,0.208577,0.223885,0.206164,0.212683,0.218501,0.217047,0.204530,0.209410,0.196234,0.193417,0.186053,0.191785,0.179924,0.170756,0.159457,0.166333,0.161997,0.161358,0.158522,0.155465,0.151435,0.152190,0.147308,0.144819,0.145112,0.144413,0.153554,0.141770,0.144259,0.138580,0.130181,0.135149,0.128691,0.132020,0.128754,0.129550,0.128154,0.120706,0.129327,0.130456,0.121476,0.118846,0.115522,0.114938,0.113351,0.110542,0.107813,0.101756,0.110065,0.109257,0.105040,0.105448,0.098420,0.099753,0.103435
90,0.250716,0.231911,0.249788,0.266373,0.244300,0.244563,0.286382,0.255300,0.225847,0.248925,0.257727,0.221327,0.245150,0.275033,0.198928,0.266192,0.248743,0.228605,0.275945,0.224917,0.227178,0.224972,0.225599,0.214284,0.189422,0.186475,0.195419,0.174375,0.192579,0.183560,0.182859,0.181247,0.180613,0.187852,0.166533,0.178838,0.173891,0.164889,0.153997,0.163141,0.168840,0.160687,0.153709,0.157585,0.150865,0.161636,0.150582,0.153886,0.155490,0.152219,0.143781,0.143774,0.145735,0.144189,0.141939,0.136451,0.133948,0.128920,0.124798,0.131944,0.127548,0.123851,0.127151,0.128240,0.123759,0.123523,0.121519,0.120394,0.114442
91,0.247634,0.299926,0.237818,0.289220,0.290403,0.256728,0.286040,0.273452,0.240276,0.277818,0.291146,0.244493,0.282398,0.271831,0.265801,0.280991,0.250869,0.249896,0.250472,0.256171,0.224338,0.260210,0.234315,0.233425,0.248457,0.220777,0.234742,0.211316,0.205062,0.204971,0.214571,0.200732,0.196983,0.209067,0.193405,0.181599,0.196993,0.181051,0.189461,0.182179,0.190039,0.184130,0.166028,0.178576,0.171625,0.188097,0.177161,0.176738,0.168455,0.170477,0.177627,0.166472,0.163545,0.167429,0.156756,0.157722,0.149929,0.144675,0.156220,0.157555,0.152925,0.141112,0.146263,0.146662,0.141725,0.147326,0.133418,0.141302,0.133678
92,0.311991,0.305664,0.285063,0.264382,0.294273,0.310950,0.298500,0.295431,0.284920,0.251372,0.329004,0.285398,0.309429,0.281486,0.266633,0.265758,0.262045,0.263954,0.275581,0.278941,0.263149,0.265176,0.275491,0.249512,0.228830,0.217874,0.230182,0.212412,0.250766,0.216341,0.251992,0.213247,0.227216,0.220822,0.214686,0.205581,0.223282,0.205669,0.214572,0.202636,0.205223,0.201268,0.187509,0.195621,0.198655,0.189975,0.205581,0.198822,0.201987,0.204114,0.196851,0.190160,0.184429,0.194129,0.183386,0.179348,0.174103,0.176712,0.165044,0.179865,0.174540,0.167659,0.172626,0.166580,0.156708,0.171902,0.150869,0.154264,0.153143
93,0.306496,0.350107,0.341939,0.331108,0.288770,0.363420,0.324700,0.308351,0.332173,0.313871,0.290650,0.242619,0.341624,0.308234,0.297590,0.327275,0.299926,0.280002,0.317499,0.269977,0.283083,0.308629,0.269880,0.268634,0.255659,0.262244,0.283428,0.217168,0.263989,0.246788,0.248697,0.251937,0.257178,0.256735,0.230555,0.221387,0.236350,0.246221,0.230348,0.201607,0.231238,0.212781,0.226891,0.234329,0.224467,0.221660,0.237114,0.220423,0.211082,0.221693,0.217663,0.216673,0.213836,0.207651,0.196871,0.202484,0.198301,0.192464,0.202738,0.198711,0.192036,0.185016,0.188166,0.192974,0.186970,0.193838,0.180065,0.175075,0.176490
94,0.368132,0.329830,0.270435,0.310275,0.326206,0.379571,0.359384,0.311441,0.344483,0.286115,0.384937,0.310724,0.364989,0.365700,0.330924,0.359835,0.368156,0.332930,0.331405,0.303449,0.307861,0.300352,0.284274,0.310770,0.285531,0.277333,0.275509,0.256549,0.267482,0.255340,0.276895,0.276463,0.258808,0.307726,0.248234,0.252853,0.248735,0.265993,0.253610,0.260463,0.259991,0.242540,0.242163,0.259864,0.238598,0.232728,0.252362,0.247012,0.250576,0.243526,0.226226,0.230195,0.234323,0.253835,0.210984,0.218787,0.209831,0.219764,0.221259,0.222648,0.214114,0.209031,0.216664,0.223269,0.195144,0.234540,0.199857,0.202244,0.210061
95,0.464135,0.344000,0.317181,0.435897,0.400393,0.389132,0.459948,0.321168,0.395402,0.405983,0.366935,0.352227,0.464043,0.348110,0.329159,0.334709,0.341680,0.359919,0.418410,0.394240,0.343386,0.357837,0.330644,0.351014,0.291322,0.294988,0.339631,0.281646,0.284962,0.292040,0.304883,0.336516,0.302461,0.294258,0.261974,0.265042,0.279140,0.265175,0.265327,0.279895,0.295091,0.283635,0.281381,0.281085,0.260155,0.256339,0.270758,0.273518,0.260370,0.295027,0.256680,0.256633,0.267111,0.273473,0.256956,0.256397,0.245788,0.265610,0.249275,0.260149,0.232630,0.232338,0.244319,0.260789,0.228857,0.241153,0.231091,0.248950,0.227907
96,0.400835,0.708241,0.308642,0.506494,0.407285,0.497041,0.350598,0.369458,0.302462,0.433898,0.428571,0.385375,0.406989,0.349047,0.322820,0.355670,0.436606,0.382513,0.387897,0.438573,0.449055,0.420069,0.349601,0.430604,0.327570,0.348284,0.355488,0.331457,0.287677,0.321205,0.327164,0.306161,0.335544,0.301895,0.319070,0.310375,0.331706,0.314004,0.319946,0.277528,0.309965,0.303846,0.298226,0.297102,0.282662,0.288794,0.281150,0.295512,0.308716,0.283277,0.296297,0.284881,0.286370,0.316051,0.283429,0.289227,0.273230,0.275253,0.270480,0.272549,0.277300,0.254749,0.277961,0.288566,0.267058,0.294861,0.258675,0.253999,0.256821
97,0.294737,0.364865,0.484211,0.582524,0.416000,0.395778,0.400000,0.392308,0.410811,0.472272,0.454545,0.461538,0.485030,0.507177,0.296610,0.466926,0.340369,0.365111,0.404560,0.410693,0.417161,0.436462,0.418577,0.359297,0.460344,0.319210,0.377431,0.360141,0.354777,0.328815,0.374349,0.364387,0.347395,0.346157,0.326004,0.291206,0.309682,0.300892,0.350947,0.340056,0.341510,0.297053,0.333375,0.305628,0.323304,0.349158,0.336908,0.350638,0.329136,0.338576,0.325081,0.297517,0.348781,0.329071,0.296200,0.311947,0.286791,0.290831,0.308951,0.304887,0.304983,0.300575,0.324384,0.290425,0.305039,0.324631,0.292927,0.297545,0.263633
98,0.424528,0.363636,0.524590,0.409938,0.489796,0.428571,0.412955,0.547445,0.450450,0.401163,0.551929,0.366667,0.428571,0.471744,0.466165,0.482143,0.326848,0.446461,0.376104,0.326258,0.460586,0.411939,0.411683,0.338966,0.382317,0.397093,0.424784,0.357299,0.362876,0.270670,0.399991,0.317122,0.344539,0.375295,0.345043,0.385495,0.348747,0.327699,0.343320,0.376850,0.330737,0.373435,0.370032,0.371326,0.311054,0.358148,0.367889,0.377769,0.372273,0.334823,0.340043,0.357642,0.359270,0.372632,0.346398,0.355774,0.326633,0.326603,0.348695,0.354269,0.349777,0.327704,0.347657,0.327118,0.331049,0.364188,0.299472,0.325709,0.323937
99,0.734694,0.372093,0.347826,0.610169,0.324324,0.536585,0.882353,0.507692,0.538462,0.582524,0.450000,0.563380,0.412017,0.411290,0.496063,0.607287,0.413043,0.360656,0.586592,0.445366,0.388749,0.345860,0.541401,0.510961,0.539018,0.419319,0.414477,0.355099,0.374769,0.373422,0.438147,0.438146,0.362793,0.456434,0.385195,0.435141,0.448983,0.341545,0.366789,0.445447,0.392821,0.378580,0.375551,0.407113,0.371250,0.387361,0.384329,0.434376,0.346342,0.421762,0.377673,0.364172,0.379552,0.392973,0.386806,0.398474,0.334664,0.394573,0.376816,0.365372,0.384546,0.372663,0.414120,0.373038,0.344824,0.375110,0.346586,0.389499,0.345249
100,0.400000,0.840000,0.423529,0.480000,0.833333,0.646154,0.786885,0.666667,0.227848,0.428571,0.428571,0.451128,0.220588,0.754967,0.600000,0.805970,0.333333,0.247423,0.506329,0.591549,0.461574,0.453045,0.390702,0.587615,0.533721,0.482834,0.419476,0.337831,0.452947,0.500434,0.493660,0.454266,0.445303,0.424677,0.525961,0.489165,0.542992,0.428752,0.383423,0.414993,0.475830,0.410508,0.426535,0.378997,0.405648,0.405892,0.370172,0.344781,0.359654,0.392123,0.420718,0.378802,0.394790,0.365342,0.432185,0.413097,0.404562,0.421494,0.403647,0.405514,0.417306,0.426688,0.441098,0.417348,0.368046,0.439482,0.368048,0.388484,0.366585
101,0.580645,0.260870,0.171429,0.705882,0.514286,1.125000,0.363636,0.375000,1.050000,0.210526,0.610169,0.233766,0.866667,1.164179,0.771429,0.405405,0.450000,0.312500,0.566929,0.849558,0.980769,0.473659,0.344347,0.712020,0.549545,0.715662,0.661315,0.615381,0.577216,0.760688,0.602686,0.483005,0.417648,0.644268,0.624750,0.569364,0.454542,0.513180,0.564325,0.438380,0.430658,0.580322,0.525513,0.499914,0.390783,0.436186,0.472168,0.529596,0.419879,0.520057,0.399602,0.446145,0.411969,0.466902,0.459767,0.410338,0.371384,0.403718,0.486361,0.458743,0.452349,0.408047,0.440845,0.380204,0.463372,0.390451,0.448029,0.427052,0.397971
102,0.461538,1.600000,0.000000,0.947368,1.000000,0.750000,0.000000,0.444444,1.285714,0.260870,0.272727,0.324324,0.558140,1.105263,0.480000,0.750000,0.521739,0.222222,0.468750,0.591549,0.305085,0.872727,0.700568,0.434576,0.718970,0.542559,0.872671,0.774764,0.326348,0.613627,0.232880,0.477919,0.430514,0.640980,0.513908,0.484663,0.433876,0.236650,0.572379,0.489204,0.461615,0.422164,0.402192,0.366608,0.448370,0.383671,0.423598,0.501377,0.483366,0.454714,0.523783,0.449890,0.509905,0.456251,0.434634,0.609804,0.456781,0.520633,0.478260,0.435288,0.459732,0.437435,0.525642,0.487578,0.496518,0.366819,0.488545,0.472325,0.485042
103,0.000000,1.500000,0.000000,0.857143,1.200000,1.333333,0.857143,0.461538,0.923077,0.000000,0.315789,0.193548,1.125000,0.000000,0.631579,1.000000,0.000000,0.800000,0.529412,0.162162,0.122449,1.448276,0.444444,0.623340,0.308287,0.582518,1.122495,0.540781,0.271386,0.240741,0.480394,0.512032,0.291257,0.543652,0.475543,0.619942,0.405538,0.751719,0.599743,0.409669,0.525412,0.598935,0.385361,0.622075,0.489187,0.743084,0.608857,0.551123,0.524486,0.633401,0.651856,0.608632,0.534834,0.475143,0.526499,0.485224,0.540891,0.489139,0.501512,0.494943,0.486040,0.529575,0.525687,0.508693,0.481327,0.596784,0.511276,0.508147,0.506726
104,1.500000,.,0.000000,1.500000,.,.,6.000000,.,1.500000,0.000000,1.200000,0.000000,1.142857,1.200000,0.000000,2.000000,0.000000,0.428571,1.200000,0.705882,0.206897,1.090909,0.000000,0.666667,0.515596,2.110459,0.000000,0.675080,1.742718,0.848679,0.429526,0.675286,0.477884,0.663130,0.332588,0.582512,0.761977,0.559932,0.444481,0.326845,0.811375,0.351434,0.323229,0.597303,0.435051,0.502472,0.619265,0.693503,0.723075,0.622571,0.588471,0.607658,0.735984,0.702109,0.682704,0.719011,0.538568,0.377842,0.596913,0.640707,0.534678,0.587233,0.575374,0.544041,0.656915,0.556693,0.614141,0.636287,0.461531
105,0.000000,3.000000,.,6.000000,.,.,.,.,.,0.000000,3.000000,0.000000,0.600000,0.750000,3.000000,0.000000,0.000000,1.500000,2.000000,0.857143,4.500000,0.600000,1.200000,4.000000,1.500000,3.567308,0.000000,0.792581,0.000000,0.000000,0.795653,0.317204,0.575542,0.334882,0.121782,0.996332,1.233216,0.633162,0.250897,0.606793,0.634473,0.534887,0.642855,0.896490,0.952626,0.839581,0.850769,0.694201,0.832169,0.649062,0.571364,0.563608,0.609360,0.724959,0.548271,0.602128,0.580679,0.671064,0.547756,0.523451,0.500836,0.735979,0.499060,0.630652,0.597037,0.539426,0.453984,0.623011,0.613608
106,.,.,.,.,.,.,.,.,.,.,.,.,0.000000,0.000000,0.000000,.,6.000000,.,.,0.000000,0.000000,.,0.000000,3.000000,.,.,.,0.000000,4.716719,0.000000,2.372289,0.000000,1.808592,0.370735,0.463539,1.055641,0.000000,0.314720,0.372758,0.670155,1.100913,0.560979,0.642729,0.821952,0.341554,0.566616,0.676348,0.613518,0.879334,0.379824,0.803813,0.854438,0.488633,0.653730,0.676669,0.437272,0.530221,0.856252,0.572323,0.638230,0.769634,0.600573,0.586193,0.783878,1.046826,0.826251,0.592227,0.798024,0.575030
107,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000000,1.200000,0.000000,.,.,.,.,0.000000,3.000000,.,.,.,.,.,.,.,.,0.000000,0.000000,5.779760,5.928310,0.000000,0.754797,0.000000,0.000000,0.351350,0.442186,0.356379,0.991440,0.314721,0.352970,0.568262,0.898201,0.000000,0.716853,1.060147,1.124633,0.237380,0.692146,0.484364,0.618915,1.036141,0.486185,0.389025,1.179720,0.619660,0.507588,0.609996,0.545716,0.945272,0.961928,0.775846,0.684171,0.612453,1.038546,0.864738
108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000000,0.000000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.989744,.,.,.,5.820313,0.000000,0.000000,0.749987,0.597388,0.852022,0.000000,0.000000,0.428379,1.196381,0.599340,0.540110,0.297894,1.650839,0.000000,0.545637,0.792346,0.428268,0.814189,0.905131,1.326564,0.315367,0.457161,0.663063,1.436666,0.663517,0.634129,1.236236,0.704084,2.058110,0.805957,0.545667,1.023564,0.531359
109,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000000,3.000000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000000,0.748658,0.000000,0.855621,0.743222,0.000000,0.000000,0.000000,5.833322,.,1.470100,0.000000,0.000000,0.000000,3.996000,0.000000,0.750705,0.598709,0.754517,0.000000,0.374588,0.661563,0.867313,1.475525,0.793769,1.488014,0.000000,0.549107,1.193329,0.321206,0.572976,0.634387
110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000000,1.195058,3.990228,.,0.000000,0.000000,1.479061,0.000000,.,.,0.000000,0.740419,1.219222,.,.,0.000000,3.965639,0.000000,0.000000,3.977815,0.853487,0.000000,3.052655,.,0.000000,0.592844,0.600758,0.000000,5.695163,2.635725,0.991628
111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.821711,.,5.851047,.,.,.,.,5.786040,.,.,.,.,.,5.843425,.,.,1.491745,3.017682,.,.,0.000000,0.742056,1.715612,0.000000,3.041140,0.000000
